"Dam_Name","Longitude","Latitude","River","Dam_Height_ft","Year_Built","Removed","Unique_ID","Geoid"
"Perry Gulch",-123.5557,39.1441,"Tr Perry Gulch",37,1980,0,602,"06045011200"
"Hume Lake",-118.901251,36.794251,"",51,1908,0,603,"06019006411"
"Plymouth Effluent",-120.882,38.4774,"Tr L Indian Cr",59,1989,0,604,"06005000201"
"New Woodbridge Diversion",-121.297,38.1562,"Mokelume River",31,2006,0,605,"06077004600"
"South Mountain",-120.650001,41.80555556,"",10,1980,0,606,"06049000300"
"Silacci",-121.5619,36.7006,"unnamed",32,1915,0,607,"06053010606"
"Diamond Valley Lake",-117.0661,33.6811,"Domenigoni Valley Cr",284,2000,0,608,"06065043319"
"Black Mountain Water Tank",-117.1273,32.9852,"Offstream",55,2002,0,609,"06073017033"
"Hj Mills Reclamation",-117.315,33.9231,"Offstream",48,1996,0,610,"06065042217"
"Upland Basin",-117.698,34.0966,"",20,2008,0,611,"06071000821"
"Huffman Antelope",-120.7873,41.576,"Clover Swale",15,1922,0,612,"06049000300"
"Copper Cove",-120.6278,37.9088,"Tr Littlejohns Cr",42,1993,0,613,"06009000123"
"Harold Reservoir",-118.1115,34.5461,"Tr Antelope Val",30,1891,0,614,"06037910213"
"Spaulding",-120.2778,40.9243,"Tr Madelin Plains",28,1954,0,615,"06035040100"
"San Gabriel",-117.8592,34.2065,"San Gabriel River             ",320,1937,0,616,"06037930400"
"Upper Howell",-122.016,37.1895,"Rundell Creek",36,1878,0,617,"06085511800"
"San Joaquin Reservoir",-117.8418,33.6202,"Tr Bonita Creek",224,1966,0,618,"06059062645"
"Robert L. Matheson",-122.2779,38.5124,"Elder Creek",32,1954,0,619,"06055201800"
"Morris",-123.301,39.3702,"James Creek",66,1927,0,620,"06045010601"
"Big Canyon Creek",-120.9036,38.6109,"Big Canyon Cr",63,1935,0,621,"06017030804"
"A and C",-120.7981,41.7805,"Sfk Willow Creek",13,1923,0,622,"06049000300"
"Crystal Lake",-118.5642,36.442,"Efk Kaweah R",17,1903,0,623,"06107000102"
"Barton",-122.4477,41.6416,"White Slough",13,1964,0,624,"06093000300"
"Cloak Lake",-122.4395,41.6426,"Tr Shasta River",13,1955,0,625,"06093000300"
"Peters Canyon",-117.7628,33.7797,"Peters Canyon",54,1932,0,626,"06059075605"
"Heath Reservoir",-120.7837,40.8362,"Slate Creek",45,1965,0,627,"06035040100"
"Mccoy Flat",-120.9431,40.4537,"Susan River",21,1891,0,628,"06035040200"
"Lake Hemet",-116.7064,33.6652,"Tr San Jacinto River",135,1895,0,629,"06065044407"
"Harvey Place",-119.7799,38.7647,"Indian Creek",72,1989,0,630,"06003010000"
"Rubber Dam 3",-121.9723,37.5733,"Alameda Creek",17,1990,0,631,"06001441200"
"Borax Solar Evaporation Ponds",-117.738,35.0344,"Offstream",18,1984,0,632,"06029006500"
"Los Angeles Reservoir",-118.4836,34.2935,"San Fernando Cr",130,1977,0,633,"06037980022"
"Hansen Recreational Lake",-118.3878,34.2703,"Offstream",50,1999,0,634,"06037980021"
"Hillside Ranch",-123.1823,38.6565,"Tr House Creek",60,1967,0,635,"06097154304"
"Andrew Cademartori",-120.4313,38.1479,"Seasonal Stream",80,1983,0,636,"06009000122"
"Cornett",-123.0899,38.9661,"Tr Russian Rv",31,1974,0,637,"06045011800"
"Sempervirens",-122.2089,37.1896,"Sempervirens Creek",42,1951,0,638,"06087120200"
"Mount Stoneman",-121.153,38.699,"Tr American Rv",43,1937,0,639,"06067988300"
"Lake Marie",-122.2293,38.2598,"Tr Tulucay Cr",60,1908,0,640,"06055201003"
"Capik",-120.4028,41.6743,"Tr Nfk Pit Rv",20,1965,0,641,"06049000300"
"Alpine",-122.6387,37.9408,"Lagunitas Creek",143,1917,0,642,"06041131100"
"Fiock No. 2",-122.5068,41.7006,"Tr Shasta River",14,1946,0,643,"06093000300"
"Peabody",-121.5075,37.0423,"Tr Llagas Creek",63,1950,0,644,"06085512602"
"Santa Ynez Canyon",-118.5674,34.0725,"Tr Santa Ynez Can",157,1968,0,645,"06037980019"
"Anderson Cottonwood",-122.3944,40.5922,"Sacramento Rever",24,1917,0,646,"06089010602"
"Hamel",-121.0586,38.305,"Tr Dry Creek",26,1957,0,647,"06067009406"
"Lake Cuyamaca",-116.5769,32.9875,"Boulder Creek",17,1968,0,648,"06073020902"
"Westlake Reservoir",-118.8326,34.1328,"Tree Springs Cr",158,1972,0,649,"06037800335"
"Patterson",-122.0847,37.5417,"Offstream",100,1962,0,650,"06001441503"
"Lower Sunset",-119.8756,38.6136,"Pleasant Val Cr",38,NA,0,651,"06003010000"
"Scott Lake",-119.9637,38.7639,"Tr Wfk Carson R",35,1926,0,652,"06003010000"
"Big Johnson",-121.2196,41.9458,"Tr Lost River",18,1959,0,653,"06049000300"
"Hines Brothers",-121.1487,41.2681,"Tr Pit River",14,1955,0,654,"06049000200"
"C.L. Tilden Park",-122.2504,37.8977,"Wildcat Creek",88,1938,0,655,"06013356002"
"Bear Valley",-116.9776,34.2423,"Bear Creek",80,1911,0,656,"06071011500"
"Bayley Reservoir",-120.6273,41.2629,"Crooks Canyon",20,1954,0,657,"06049000300"
"Four Mile Valley N0 4",-120.8750001,41.93333333,"",8,1951,0,658,"06049000300"
"Chester Diversion",-121.2615,40.3024,"Nfk Feather Rv",47,1975,0,659,"06063000501"
"Aukum View",-120.7132,38.5688,"Tr Flat Creek",32,1962,0,660,"06017031409"
"Beggs",-121.046,38.2159,"Tr Mokelumne Rv",40,1971,0,661,"06077004703"
"Rossmoor Retarding Basin",-118.0914,33.7877,"Los Alamitos Channel",14,2002,0,662,"06059110007"
"Kangaroo Lake",-122.63431,41.33491,"RAIL CREEK",12,1876,0,663,"06093000800"
"Rickey",-122.1751,37.3071,"Peters Creek",64,1951,0,664,"06081613800"
"Clearwell Phase 2",-122.0674,38.0038,"Grayson Creek",30,1977,0,665,"06013320004"
"James H. Turner",-121.8462,37.5759,"San Antonio Creek",193,1964,0,666,"06001450701"
"Bethany Forebay",-121.6178,37.7835,"Tr Italian Slough",95,1961,0,667,"06001451104"
"Coyote Creek",-122.5691,38.81,"Coyote Creek",92,1968,0,668,"06033001301"
"Graham",-122.9459,38.9683,"Tr Highland Cr",39,1959,0,669,"06033001000"
"Spring Valley Ranch",-120.9708,39.0988,"Tr Campbell Cr",39,1958,0,670,"06061022002"
"Henshaw",-116.763,33.2413,"San Luis Rey Rv",123,1923,0,671,"06073020903"
"Austrian",-121.9317,37.1319,"Los Gatos Creek",185,1950,0,672,"06085511800"
"Salinger",-122.7314,38.4964,"Tr Mark West Cr",46,1952,0,673,"06097152402"
"Lower Van Norman Bypass",-118.485,34.2912,"Offstream",78,1970,0,674,"06037980022"
"Wood Ranch",-118.8171,34.237,"Tr Arroyo Simi",146,1965,0,675,"06111007507"
"Paicines",-121.2794,36.7229,"Tr Tres Pinos Cr",29,1912,0,676,"06069000802"
"Green Valley Lake",-117.0823,34.2389,"Green Valley Cr",56,1925,0,677,"06071011102"
"Wallace",-120.9725,38.1948,"Tr Bear Creek",29,NA,0,678,"06009000221"
"Hackamore Reservoir",-121.1333333,41.55833333,"",10,1907,0,679,"06049000300"
"Forest Meadows",-120.4126,38.16,"Angels Creek",60,1975,0,680,"06009000501"
"Jack'S Swamp Dam No. 2",-120.8165,41.5481,"Tr Pit River",12,1926,0,681,"06049000300"
"Beaver Creek",-121.3251,41.0003,"Tr Beaver Creek",22,1978,0,682,"06035040100"
"Diemer Ozone Contact Basin",-117.8215,33.9115,"Offstream",32,2011,0,683,"06059021831"
"Orange County Reservoir",-117.8842,33.9367,"Tr Fullerton Cr",103,1941,0,684,"06059001506"
"O`Shaughnessy",-119.789,37.9484,"Tuolumne River",312,1923,0,685,"06109004201"
"Wuest",-116.2425,32.6754,"Mc Cain Creek",50,1928,0,686,"06073021102"
"Fairmount Park",-117.3825,33.9954,"Tr Santa Ana River",12,1923,0,687,"06065030200"
"Sanhedrin Ranch",-122.5968,39.6196,"Tr Stony Creek",27,1967,0,688,"06021010300"
"Selvage #2",-121.6254,37.0483,"Tr Llagas Cr",42,1948,0,689,"06085512401"
"Red Mountain Reservoir",-117.1876,33.3959,"Reche Creek",120,1985,0,690,"06073019001"
"Pond No. 2",-122.755,38.438,"Offstream",12,1952,0,691,"06097153006"
"Foote #4",-122.6732,38.6385,"Tr Kellog Creek",47,1976,0,692,"06097154100"
"Middlefield Reservoir",-121.9481,37.5297,"Offstream",147,1958,0,693,"06001442200"
"Lady Franklin Lake",-118.5613,36.4214,"Efk Kaweah R",21,1905,0,694,"06107000102"
"Last Chance Weir",-119.6668,36.4201,"Kings River",24,1919,0,695,"06019007400"
"Giffen Reservoir",-119.4428,36.8044,"Tr Holland Cr",29,1971,0,696,"06019006407"
"Grizzly Creek",-120.4299,39.8379,"Big Grizzly Cr",39,1915,0,697,"06063000300"
"Ward Creek",-122.0679,37.6674,"Ward Creek",71,1963,0,698,"06001436403"
"Briones",-122.2124,37.9148,"Bear Creek",273,1964,0,699,"06013356002"
"Glen Martin",-116.9869,34.1421,"Mountain Home Cr",55,1950,0,700,"06071011500"
"Green Springs",-120.5944444,41.85833333,"",9,1975,0,701,"06049000300"
"Lynch Canyon",-122.1913,38.194,"N. Fork Lynch Creek",21,NA,0,702,"06095252204"
"Olivenhain",-117.1416,33.072,"Tr Escondido Creek",309,2003,0,703,"06073020312"
"Green Tank",-120.618519,41.842238,"",8,1975,0,704,"06049000300"
"Straza",-120.9807,38.8317,"Black Rock Creek",62,1971,0,705,"06017030601"
"Richardson",-123.374,38.6808,"Tr Gualala Rv",40,1974,0,706,"06097154304"
"Cloverswale",-120.8367,41.5315,"Tr Witcher Crk",21,1973,0,707,"06049000300"
"Upper Twin Lake",-122.4205,38.6464,"Tr Pope Creek",19,1987,0,708,"06055201800"
"Diemer No. 8",-117.8225,33.9134,"Offstream",172,1968,0,709,"06059021831"
"Matthews",-117.3124,33.4699,"Tr De Luz Creek",47,1967,0,710,"06073019001"
"Searsville",-122.2376,37.4074,"Corte Madera Cr",68,1890,0,711,"06081613200"
"Maxville",-122.3808,38.5613,"Maxwell Creek",37,1953,0,712,"06055201700"
"Sun Ridge Meadow",-120.9831,38.5837,"Tr Latrobe Creek",18,1990,0,713,"06017030712"
"Davis No. 2",-121.0311,38.06,"Tr Calaveras Rv",26,1955,0,714,"06077004704"
"Lake Ranch",-122.0524,37.2211,"Beardsley Creek",38,1877,0,715,"06085511707"
"New Upper San Leandro",-122.0943,37.7641,"San Leandro Creek",182,1977,0,716,"06001430102"
"D'Agostini",-120.7378,38.5855,"Spanish Creek",32,1950,0,717,"06017031407"
"Long Lake",-120.6789,39.7065,"Gray Eagle Creek",12,1938,0,718,"06063000201"
"Marsh Creek",-121.7216,37.8883,"Marsh Creek",59,1963,0,719,"06013304001"
"Lost Creek",-121.1369,39.5752,"Lost Creek                    ",112,1924,0,720,"06007002402"
"James Montgomery",-122.4758,40.5187,"Flat Creek",24,1869,0,721,"06089011001"
"Burger",-120.1599,41.9014,"Tr Upper Lake",47,1968,0,722,"06049000400"
"Shenandoah Lake",-120.8158,38.535,"Pigeon Creek",33,1962,0,723,"06005000202"
"Black Butte Reregulating",-122.3303,39.8139,"Stony Creek",25,1989,0,724,"06103000300"
"Napa Valley Lake",-122.4117,38.7466,"Tr Putah Creek",40,1990,0,725,"06055201800"
"Deer Creek",-122.426,38.6529,"Tr Pope Creek",40,1980,0,726,"06055201800"
"Chorro Creek",-120.6881,35.3369,"Chorro Creek",77,1941,0,727,"06079011505"
"Airport Reservoir D",-122.8526,38.505,"Offstream",45,2002,0,728,"06097153810"
"Packer Lake",-120.65473,39.624068,"",11,1899,0,729,"06091010000"
"Cummings Res No 2",-120.6444444,41.54444444,"",7,1910,0,730,"06049000300"
"Los Vaqueros",-121.7265,37.8363,"Kellogg Creek",231,1997,0,731,"06013355112"
"Araujo Reservoir No. 1",-122.5465,38.5857,"Unnamed",39,1950,0,732,"06055201900"
"Cajalco Creek",-117.3643,33.8361,"Cajalco Creek",46,2001,0,733,"06065042008"
"Miramar",-117.1076,32.9156,"Big Surr Creek",165,1960,0,734,"06073017046"
"Guenoc Lake",-122.5251,38.724,"Bucksnort Creek",50,1928,0,735,"06033001302"
"Van Vleck",-121.0619,38.4688,"Tr Arkansas Cr",26,1950,0,736,"06067008602"
"Peters",-122.7029,37.9977,"Lagunitas Creek",230,1954,0,737,"06041131100"
"Cold Springs Reservoir #1",-120.2186,40.9589,"Cold Spring Creek",17,NA,0,738,"06035040100"
"New Bass Lake",-121.0265,38.6818,"Carson Creek",26,1978,0,739,"06017030709"
"Channel Diversion Dike",-118.4886,34.2943,"Storm Dr Channel",42,1940,0,740,"06037980022"
"Cannon Ranch",-121.5342,39.6118,"Tr Oregon Gulch",17,1870,0,741,"06007002500"
"Elk Bayou",-119.3303,36.1441,"Elk Bayou",16,1903,0,742,"06107003100"
"Lake Temescal",-122.2312,37.848,"Temescal Creek",116,1869,0,743,"06001404300"
"Shedd",-120.4047,41.6286,"Tr Nfk Pit Rv",22,1962,0,744,"06049000300"
"Rio Bravo Canal",-118.8075,35.4338,"Kern River                    ",16,1988,0,745,"06029005104"
"Crowder Mtn",-120.5816667,41.78833333,"",8,1977,0,746,"06049000300"
"Stanley A. Mahr Reservoir",-117.223,33.0942,"Tr Encinitas Cr",79,1981,0,747,"06073017113"
"Amargosa Creek",-118.2424,34.6018,"Amargosa Creek",65,1998,0,748,"06037901217"
"Upper Oso",-117.632,33.6597,"Oso Creek",142,1979,0,749,"06059032049"
"Piner Creek",-122.7068,38.4656,"Paulin Creek",28,1962,0,750,"06097152300"
"Upper Otay",-116.9322,32.649,"Proctor Val Cr",78,1901,0,751,"06073013425"
"Muck Valley Afterbay",-121.2618,40.9801,"Pit River - Os                ",15,1990,0,752,"06035040100"
"Lake Almanor",-121.08979,40.175537,"North Fork Feather River      ",90,1927,0,753,"06063000502"
"Johnston",-122.4239,37.4541,"Arroyo Leon",31,1919,0,754,"06081613702"
"Bean Hollow #2",-122.37,37.211,"Ar De Los Frijoles",31,1938,0,755,"06081613800"
"Willow Hill Reservoir",-121.155,38.6477,"Tr American Rv",24,NA,0,756,"06067008508"
"Granlees",-121.066,38.4976,"Cosumnes River",17,1921,0,757,"06067008601"
"Madeline",-120.4709,41.0572,"Tr Madeline Plains",22,1900,0,758,"06035040100"
"Nine Springs",-121.208138,41.1224,"Tr Bull Run Slough",16,1954,0,759,"06035040100"
"Grant Company 2",-121.7198,37.3434,"Arroyo Aguague",27,1927,0,760,"06085513500"
"Burns",-122.4905,38.6476,"Tri Swartz Cr",39,1956,0,761,"06055201900"
"Wine Lake",-122.3529,38.2581,"Tr Carneros Creek",29,1953,0,762,"06055201102"
"Robert A Skinner",-117.0703,33.5961,"Tucalota Creek",109,1973,0,763,"06065043292"
"Upper Hollywood",-118.3352,34.1247,"Weid Canyon",87,1933,0,764,"06037189703"
"Lake Vera",-121.028,39.3024,"Rock Creek",16,1926,0,765,"06057000801"
"Holiday Lake",-120.9154,38.6613,"Sawmill Creek",39,1951,0,766,"06017030804"
"Shasta River",-122.3737,41.5411,"Shasta River",96,1928,0,767,"06093000902"
"Haiwee",-117.9531,36.1376,"Rose Valley",81,1913,0,768,"06027000800"
"Chino Ranch #1",-117.7867,33.9899,"Tonner Canyon Cr",22,1918,0,769,"06071000118"
"East Boulder Lake",-122.78283,41.23439,"EAST BOULDER CREEK",7,1937,0,770,"06093000800"
"Upper Settling Basin",-122.0914,37.3005,"Un-named",58,NA,0,771,"06085511707"
"Shiloh Ranch",-122.7372,38.5444,"Tr Russian Rv",61,1991,0,772,"06097152701"
"Gastaldi",-120.8768,38.7585,"Tr Webber Creek",36,1951,0,773,"06017031000"
"Indian Valley",-122.536,39.0795,"North Fork Cache Creek        ",207,1975,0,774,"06033000602"
"Upper Salmon",-120.6486111,39.65555556,"",13,1899,0,775,"06091010000"
"Suttenfield",-122.5185,38.3548,"Sonoma Creek",76,1938,0,776,"06097150502"
"Matanzas Creek",-122.652,38.4063,"Matanzas Creek",95,1963,0,777,"06097151505"
"Kelley and Greiner",-120.4866,41.5591,"Tr Pit River",11,1923,0,778,"06049000300"
"Bee Canyon Retention Basin",-117.7138,33.7057,"Bee Canyon Wash",62,1994,0,779,"06059052430"
"Lagunita",-122.8016,38.571,"Tr Windsor Creek",49,1954,0,780,"06097153904"
"Donovan",-122.7667,38.5684,"Tr Windsor Creek",40,1953,0,781,"06097153807"
"Rains Creek",-121.3123,41.1063,"Fraser Creek",15,1960,0,782,"06035040100"
"Enquist",-120.538,41.9068,"Tr Olivers Can",12,1919,0,783,"06049000300"
"Naz Lake",-122.4144,38.4851,"Tr Napa River",29,1955,0,784,"06055201500"
"Lower Peters Canyon Retarding Basin",-117.7726,33.7603,"Peters Can Wash",52,1990,0,785,"06059075605"
"Upper Monarch Lake",-118.5632,36.4521,"Efk Kaweah R",22,1905,0,786,"06107000102"
"Middle Lindsey",-120.6332,39.4157,"Lindsey Creek                 ",8,1870,0,787,"06057000900"
"Tamarac Lake",-119.9003,38.6082,"Tr Pleasant Vy Cr",21,1905,0,788,"06003010000"
"Cramer",-120.5149,40.6422,"Tr Horse Lake",13,1910,0,789,"06035040100"
"Larson",-118.8494,36.0346,"Tr S Tule River",54,1963,0,790,"06107002702"
"Spring",-119.7694,37.1817,"Longhollow Creek",41,1971,0,791,"06039000106"
"Emerson",-120.6415,40.3682,"Tr Gold Run Crk",30,NA,0,792,"06035040302"
"Upper Twin Lake",-119.3502,38.1538,"Robinson Creek",14,1905,0,793,"06051000102"
"Smoke Creek",-120.0029,40.6281,"Smoke Creek",37,1949,0,794,"06035040100"
"Mcvicker Canyon Debris Basin",-117.40338,33.68733,"",55,NA,0,795,"06065043008"
"Headworks Reservoir West",-118.3134,34.1532,"Offstream",32,2022,0,796,"06037980009"
"Thurman",-121.9515,40.6625,"Slaughter Pole Cr",63,1966,0,797,"06089012605"
"Reservoir M",-120.8708333,41.66111111,"",13,1977,0,798,"06049000300"
"Heitz",-122.4654,38.6323,"Tr Pope Creek",87,1991,0,799,"06055201700"
"Herring Creek Reservoir",-119.927359,38.251497,"HERRING CREEK",16,1939,0,800,"06109003103"
"King Ridge Road",-123.206616,38.614292,"",52,NA,0,801,"06097154304"
"San Felipe Ranch",-121.6846,37.2871,"Tr San Felipe Cr",49,1959,0,802,"06085513500"
"Orchard Estates Retarding Basin",-117.7467,33.7384,"Tr Rattlesnake Can",21,1999,0,803,"06059052437"
"Foss Valley",-122.2786,38.4276,"Tr Milliken Cr",56,1988,0,804,"06055201401"
"Coit",-121.4278,37.1383,"Tr Nfk Pacheco Cr",54,1956,0,805,"06085513500"
"Etiwanda Debris Basin",-117.512,34.1543,"East Etiwanda Creek",51,2008,0,806,"06071002042"
"Peters",-123.0118,39.0018,"Benmore Creek",32,1940,0,807,"06033000300"
"Chace Valley",-120.8881,41.1518,"Tr Butte Creek",16,1955,0,808,"06035040100"
"Maerkle",-117.2599,33.1521,"Tr Aqua Hedionda",165,1963,0,809,"06073019810"
"Terminal",-120.5347,35.1698,"Tr Arroyo Grande",53,1969,0,810,"06079012302"
"Indian Creek",-119.7758,38.7518,"Indian Creek",71,1967,0,811,"06003010000"
"Lower San Fernando",-118.4812,34.2853,"San Fernando Creek",125,1918,0,812,"06037980022"
"Big Four Ranch",-119.0873,35.7494,"Unnamed",38,1970,0,813,"06029004605"
"Canada Road",-122.33133,37.5,"Tr San Mateo Cr",52,1971,0,814,"06081613702"
"Hog Flat",-120.9122,40.4363,"Tr Susan River",15,1891,0,815,"06035040200"
"Miner'S Ranch",-121.4575,39.5048,"West Fork of North Fork Honcut",55,1962,0,816,"06007002602"
"Isabel Lake No. 2",-121.5322,37.3274,"Tr Isabel Creek",18,NA,0,817,"06085513500"
"Bonita Long Canyon",-117.0056,32.6557,"Tr Sweetwater Rv",29,1986,0,818,"06073013411"
"San Vicente Storage Pond 3",-116.8424,32.9989,"Offstream",24,2002,0,819,"06073020810"
"Sand Creek",-119.2279,36.6613,"Sand Creek",60,1980,0,820,"06019006411"
"Oak Street",-117.5962,33.8448,"Oak Street Cr",36,1979,0,821,"06065041804"
"Deadhorse Flat Reservoir",-120.9475,41.6834,"",7,1920,0,822,"06049000300"
"Jurupa Basin",-117.5086,34.0483,"San Sevaine Creek",29,2001,0,823,"06071002204"
"Kelley Hot Spring Fish",-120.8418,41.4488,"",30,NA,0,824,"06049000300"
"Middle Lake",-119.8326,37.1415,"Tr Buzzard Canyon",26,1953,0,825,"06039000109"
"30 Mg Central Reservoir",-117.9091,33.926,"Offstream",30,1924,0,826,"06059001501"
"Walnut Canyon",-117.7525,33.8412,"Walnut Canyon",187,1968,0,827,"06059021920"
"Lower Crystal Springs",-122.3616,37.5283,"San Mateo Creek",149,1888,0,828,"06081613501"
"Island Weir",-119.7896,36.3878,"Nfk Kings Rv",13,1926,0,829,"06031000200"
"Plum Canyon",-120.3798,41.4416,"Plum Creek",26,1913,0,830,"06049000300"
"Big Dobe North",-120.5636,41.6333,"Tr Rattlesnake Cr",9,1912,0,831,"06049000300"
"Crescent Weir",-119.8771,36.3853,"Zalda Creek",16,1933,0,832,"06031000200"
"Ed R. Levin",-121.8608,37.4539,"Tr Ar De Los Coches",38,1968,0,833,"06085504424"
"E. A. Wright",-122.5396,39.6088,"Small Creek",38,1950,0,834,"06021010300"
"Culbertson Lake",-120.6234,39.4212,"Texas Creek - Tr              ",20,1852,0,835,"06057000900"
"Lake Frey",-122.1913,38.2921,"Wild Horse Creek",83,1894,0,836,"06095252204"
"Villa Park",-117.7638,33.8163,"Santiago Creek",118,1963,0,837,"06059021912"
"Mulholland",-118.3324,34.1179,"Weid Canyon",195,1924,0,838,"06037189703"
"Flowers",-120.6848,37.9694,"Little Johns Cr",41,1957,0,839,"06009000124"
"Jackson Lake",-120.5635,39.4643,"Jackson Creek TR Canyon Creek ",22,1943,0,840,"06057000900"
"Buckhorn",-120.0947,40.852,"Buckhorn Creek",35,1904,0,841,"06035040100"
"Lake Leavitt",-120.5001,40.3756,"Tr Susan River",17,1891,0,842,"06035040302"
"Coyote Flat",-120.987,40.9095,"Coyote Creek",52,1928,0,843,"06035040100"
"Wet Meadows",-119.866,38.6079,"Tr Pleasant Vy Cr",28,NA,0,844,"06003010000"
"Galt",-121.3311,38.3046,"Tr Laguna Creek",16,1983,0,845,"06067009501"
"Michigan Bar No. 2",-121.0824,38.4821,"Tr Cosumnes Rv",36,1983,0,846,"06067008602"
"Montague No. 2",-122.5527,41.7388,"Tr Oregon Slough",41,1978,0,847,"06093000300"
"Garvey Reservoir",-118.1155,34.0507,"Tr Rio Hondo",160,1954,0,848,"06037482600"
"Pilarcitos",-122.4233,37.5472,"Pilarcitos Crk",103,1866,0,849,"06081613501"
"North Fork",-121.2921,37.0498,"Pacheco Creek",100,1939,0,850,"06085513500"
"Mcnab",-123.1937,39.0386,"Mc Nab Creek",40,1947,0,851,"06045011800"
"Percolation Area",-121.1962,36.8357,"Tr Los Muertos Cr",12,1951,0,852,"06069000802"
"Tule Lake",-120.3648,41.0838,"Cedar Creek",16,1904,0,853,"06035040100"
"Tiger Creek Regulator",-120.452039,38.477528,"Tiger Creek                   ",110,1931,0,854,"06005000102"
"Lopez",-120.4892,35.1887,"Arroyo Grande Cr",166,1969,0,855,"06079011505"
"El Toro Reservoir",-117.6682,33.6241,"Tr Oso Creek",113,1967,0,856,"06059032028"
"Foote #3",-122.6731,38.6358,"Tr Redwood Crk",28,1970,0,857,"06097154100"
"Poway",-117.0092,33.0094,"Warren Canyon",162,1971,0,858,"06073017021"
"Uvas",-121.6923,37.0642,"Uvas Creek",118,1957,0,859,"06085512200"
"Null Dam",-121.7703,40.454,"Rock Creek",54,1954,0,860,"06089012603"
"Piedmont",-122.2234,37.8282,"Offstream",64,1905,0,861,"06001426100"
"Lower Franklin",-118.412,34.0947,"Franklin Canyon",103,1922,0,862,"06037261104"
"Gerig",-121.149,41.1544,"Pit River",10,1939,0,863,"06035040100"
"Exchequer Dike",-120.2763,37.5942,"Merced River                  ",62,1966,0,864,"06043000200"
"Upper Sardine Lake",-120.632759,39.612526,"Sardine Creek                 ",23,NA,0,865,"06091010000"
"Sonoma Hills",-122.509,38.2158,"Tr Tolay Creek",38,1991,0,866,"06097150100"
"Coen C-3",-122.9104,38.6728,"Tr Dry Creek",97,1982,0,867,"06097154100"
"Surveyors Valley",-120.9166667,41.68333333,"",8,1955,0,868,"06049000300"
"Dennis No. 2",-122.9034,38.6659,"Tr Dry Creek",60,1997,0,869,"06097154100"
"Eastfoot Retarding Basin",-117.754327,33.75079,"Peters Canyon Wash",39,2007,0,870,"06059052437"
"Lagunita",-122.1742,37.4234,"Unnamed Tributary To San Francisco Bay",16,1900,0,871,"06085511608"
"Oak Site",-122.1719,37.1274,"Tr Big Creek",43,1969,0,872,"06087120200"
"Thermalito Forebay",-121.6012,39.5252,"Feather River - Off Stream    ",91,1967,0,873,"06007002900"
"Mcbrien",-120.698,41.4576,"Pit River",12,1880,0,874,"06049000300"
"Blodgett",-121.2141,38.5202,"Laguna Creek",19,1939,0,875,"06067008708"
"Tuolumne Log Pond",-120.2443,37.9581,"Turn Back Creek",22,1912,0,876,"06109003200"
"Chet Harritt",-116.893,32.8568,"Quail Can Crk",200,1962,0,877,"06073016813"
"Murphys Afterbay",-120.4397,38.1522,"Angels Creek                  ",43,1953,0,878,"06009000122"
"Halls Meadows",-120.3287,41.6406,"Couch Creek",13,1941,0,879,"06049000300"
"Upper Stone Canyon",-118.4558,34.119,"Stone Canyon Cr",111,1954,0,880,"06037261200"
"Sawmill Main",-120.6021,39.4451,"Canyon Creek                  ",60,1910,0,881,"06057000900"
"Ross No. 2",-122.3094,40.6408,"Tr Stillwater Cr",29,1957,0,882,"06089011802"
"Argyle No. 2",-122.2907,37.9829,"Offstream",27,1970,0,883,"06013360101"
"Upper Sunset Lake",-119.8775,38.6094,"U Pleasant Vy Cr",22,1904,0,884,"06003010000"
"Deer Canyon Debris Basin",-117.573,34.1749,"Deer Creek",78,1980,0,885,"06071009202"
"Jones Ranch",-123.4937,40.8022,"Tr Trinity River",36,1980,0,886,"06105000200"
"Lower Abbott Dam",-121.481049,36.234966,"ABBOTT",10,1938,0,887,"06053011303"
"Jamison Lake",-120.7006,39.7124,"",15,1902,0,888,"06063000201"
"San Vicente Storage Pond 2",-116.8393,32.9995,"Offstream",30,1991,0,889,"06073020810"
"Marina Lagoon",-122.2913,37.5693,"Belmount Slough",17,1953,0,890,"06081607900"
"Quartz",-120.4325,37.9261,"Tr Woods Creek",104,1978,0,891,"06109005101"
"Truett",-121.898,40.4875,"Ash Creek",31,1958,0,892,"06089012603"
"Snag Lake",-120.6263889,39.67083334,"",8,1899,0,893,"06091010000"
"Priest",-120.2674,37.8005,"Rattlesnake Crk",168,1923,0,894,"06109004202"
"Big Dobe South",-120.5656,41.6248,"Tr Rattlesnake Cr",11,1912,0,895,"06049000300"
"Upper Rock Lake Main",-120.6184,39.4304,"Texas Creek                   ",17,1855,0,896,"06057000900"
"Anthony House",-121.2179,39.2361,"Deer Creek",75,1970,0,897,"06057000404"
"Sworinger",-120.0996,41.1798,"Tr Silver Creek",35,1961,0,898,"06035040100"
"Iverson",-121.0552,41.0791,"Tr Juniper Cr",45,1968,0,899,"06035040100"
"Thompson Creek",-117.7138,34.1407,"Thompson Creek",66,1928,0,900,"06037400205"
"Bass Lake",-122.4912,41.7042,"Tr Lit Shasta R",18,1949,0,901,"06093000300"
"Davis",-122.4455,38.6482,"Tr Pope Creek",42,1955,0,902,"06055201800"
"Electra Diversion",-120.548982,38.420629,"North Fork Mokelumne River    ",45,NA,0,903,"06005000402"
